Symptoms,Medicine
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus  coldness chest drinking ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus  coldness chest drinking  stitch apex right lung ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus  coldness chest drinking  stitch apex right lung  fainting caused stooping ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus  coldness chest drinking  stitch apex right lung  fainting caused stooping  oppression going upstairs ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus  coldness chest drinking  stitch apex right lung  fainting caused stooping  oppression going upstairs  peeling skin palm finger ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus  coldness chest drinking  stitch apex right lung  fainting caused stooping  oppression going upstairs  peeling skin palm finger  cough terrible pain lung ,Elaps corallinus
fear apoplexy  violent headache  pain ear  vertigo tendency fall forward  weight pain forehead  fullness head  aversion light  veil eye  burning lid  bloated around eye  large red fiery spot eye  buzzing  illusion hearing  nightly deafness  crackling ear  intolerable itching ear  yellowish green discharge  mucous membrane wrinkled  pain nose ear swallowing  nasal bleeding  pain root nose  eruption nose  thick  dry  extremely foul breath  spasmodic contraction esophagus  coldness chest drinking  stitch apex right lung  fainting caused stooping  oppression going upstairs  peeling skin palm finger  cough terrible pain lung  worse right expectoration black blood ,Elaps corallinus
